home_language,pct_of_students,county_district_school_code,academic_year
English,79.8,03-4390-120,2022-2023
Japanese,1.7,03-4390-120,2022-2023
Korean,3.8,03-4390-120,2022-2023
Other,10.1,03-4390-120,2022-2023
Spanish,3.2,03-4390-120,2022-2023
Turkish,1.4,03-4390-120,2022-2023
Chinese,2.3,03-4390-130,2022-2023
English,93.4,03-4390-130,2022-2023
Other,1.7,03-4390-130,2022-2023
Russian,1.3,03-4390-130,2022-2023
Spanish,1.3,03-4390-130,2022-2023
Chinese,2.9,03-4405-050,2022-2023
English,71.2,03-4405-050,2022-2023
Japanese,1.6,03-4405-050,2022-2023
Korean,10.4,03-4405-050,2022-2023
Other,9.2,03-4405-050,2022-2023
Spanish,4.6,03-4405-050,2022-2023
Chinese,3.5,03-4405-060,2022-2023
English,67.8,03-4405-060,2022-2023
Japanese,1.9,03-4405-060,2022-2023
Korean,13.3,03-4405-060,2022-2023
Other,9.1,03-4405-060,2022-2023
Spanish,4.4,03-4405-060,2022-2023
Chinese,3.8,03-4410-030,2022-2023
English,59.2,03-4410-030,2022-2023
Hindi,2.7,03-4410-030,2022-2023
Korean,15.4,03-4410-030,2022-2023
Other,12.3,03-4410-030,2022-2023
Spanish,6.7,03-4410-030,2022-2023
English,68.1,03-4410-050,2022-2023
Japanese,1.9,03-4410-050,2022-2023
Korean,12.1,03-4410-050,2022-2023
Other,10.2,03-4410-050,2022-2023
Russian,3.5,03-4410-050,2022-2023
Spanish,4.2,03-4410-050,2022-2023
English,86.6,03-4430-050,2022-2023
Korean,4.2,03-4430-050,2022-2023
Other,7.8,03-4430-050,2022-2023
Spanish,1.4,03-4430-050,2022-2023
English,91.8,03-4430-060,2022-2023
Korean,2.2,03-4430-060,2022-2023
Other,6.0,03-4430-060,2022-2023
English,93.3,03-4430-070,2022-2023
Korean,2.1,03-4430-070,2022-2023
Other,3.2,03-4430-070,2022-2023
Spanish,1.5,03-4430-070,2022-2023
English,84.9,03-4470-050,2022-2023
Other,5.8,03-4470-050,2022-2023
Spanish,9.3,03-4470-050,2022-2023
English,84.6,03-4600-050,2022-2023
Gujarati,3.6,03-4600-050,2022-2023
Korean,1.1,03-4600-050,2022-2023
Other,5.5,03-4600-050,2022-2023
Spanish,4.1,03-4600-050,2022-2023
Turkish,1.1,03-4600-050,2022-2023
English,90.6,03-4600-070,2022-2023
Gujarati,1.5,03-4600-070,2022-2023
Other,4.0,03-4600-070,2022-2023
Spanish,2.1,03-4600-070,2022-2023
Turkish,1.7,03-4600-070,2022-2023
English,86.7,03-4600-080,2022-2023
Gujarati,3.2,03-4600-080,2022-2023
Korean,1.1,03-4600-080,2022-2023
Other,4.9,03-4600-080,2022-2023
Spanish,4.1,03-4600-080,2022-2023
Chinese,1.1,03-4600-100,2022-2023
English,86.2,03-4600-100,2022-2023
Gujarati,2.2,03-4600-100,2022-2023
Korean,1.6,03-4600-100,2022-2023
Other,4.9,03-4600-100,2022-2023
Spanish,4.1,03-4600-100,2022-2023
English,79.4,03-4600-110,2022-2023
Gujarati,6.3,03-4600-110,2022-2023
Malayalam,1.6,03-4600-110,2022-2023
Other,4.7,03-4600-110,2022-2023
Russian,1.3,03-4600-110,2022-2023
Spanish,6.9,03-4600-110,2022-2023
Arabic,3.9,03-4610-050,2022-2023
English,82.5,03-4610-050,2022-2023
Other,3.4,03-4610-050,2022-2023
Polish,2.1,03-4610-050,2022-2023
Spanish,8.2,03-4610-050,2022-2023
Arabic,3.3,03-4610-080,2022-2023
English,74.9,03-4610-080,2022-2023
Other,4.2,03-4610-080,2022-2023
Polish,4.6,03-4610-080,2022-2023
Spanish,12.1,03-4610-080,2022-2023
Turkish,1.0,03-4610-080,2022-2023
Albanian,2.1,03-4610-085,2022-2023
English,82.5,03-4610-085,2022-2023
Other,4.5,03-4610-085,2022-2023
Polish,1.8,03-4610-085,2022-2023
Spanish,9.0,03-4610-085,2022-2023
Albanian,3.0,03-4610-090,2022-2023
Arabic,1.4,03-4610-090,2022-2023
English,82.8,03-4610-090,2022-2023
Other,5.4,03-4610-090,2022-2023
Polish,4.1,03-4610-090,2022-2023
Spanish,3.4,03-4610-090,2022-2023
Burmese,1.5,03-4610-100,2022-2023
English,82.1,03-4610-100,2022-2023
Gujarati,1.5,03-4610-100,2022-2023
Other,4.5,03-4610-100,2022-2023
Polish,3.0,03-4610-100,2022-2023
Spanish,7.5,03-4610-100,2022-2023
English,97.3,03-4620-050,2022-2023
Other,2.7,03-4620-050,2022-2023
English,70.8,03-4845-050,2022-2023
Hindi,1.0,03-4845-050,2022-2023
Italian,1.0,03-4845-050,2022-2023
Other,5.2,03-4845-050,2022-2023
Polish,2.1,03-4845-050,2022-2023
Spanish,18.8,03-4845-050,2022-2023
English,78.2,03-4845-060,2022-2023
Other,3.2,03-4845-060,2022-2023
Polish,2.8,03-4845-060,2022-2023
Spanish,15.7,03-4845-060,2022-2023
English,79.6,03-4845-070,2022-2023
French,2.0,03-4845-070,2022-2023
Macedonian,2.0,03-4845-070,2022-2023
Spanish,16.3,03-4845-070,2022-2023
Arabic,1.7,03-4870-050,2022-2023
English,46.6,03-4870-050,2022-2023
Other,2.9,03-4870-050,2022-2023
Portuguese,1.3,03-4870-050,2022-2023
Spanish,45.4,03-4870-050,2022-2023
Turkish,2.1,03-4870-050,2022-2023
Arabic,1.0,03-5150-050,2022-2023
English,85.1,03-5150-050,2022-2023
Other,3.3,03-5150-050,2022-2023
Spanish,9.1,03-5150-050,2022-2023
Urdu,1.6,03-5150-050,2022-2023
Arabic,1.3,03-5150-060,2022-2023
English,84.5,03-5150-060,2022-2023
Other,3.3,03-5150-060,2022-2023
Spanish,10.9,03-5150-060,2022-2023
English,85.2,03-5150-070,2022-2023
Other,3.0,03-5150-070,2022-2023
Spanish,10.5,03-5150-070,2022-2023
Urdu,1.3,03-5150-070,2022-2023
English,81.2,03-5150-080,2022-2023
Other,1.9,03-5150-080,2022-2023
Spanish,9.2,03-5150-080,2022-2023
Arabic,1.1,03-5150-110,2022-2023
English,83.5,03-5150-110,2022-2023
French,1.1,03-5150-110,2022-2023
Other,0.4,03-5150-110,2022-2023
Spanish,11.5,03-5150-110,2022-2023
Urdu,2.5,03-5150-110,2022-2023
English,85.0,03-5150-130,2022-2023
Other,3.4,03-5150-130,2022-2023
Spanish,11.5,03-5150-130,2022-2023
Arabic,1.2,03-5150-150,2022-2023
English,84.9,03-5150-150,2022-2023
Other,1.9,03-5150-150,2022-2023
Spanish,10.2,03-5150-150,2022-2023
Urdu,1.9,03-5150-150,2022-2023
English,81.1,03-5150-300,2022-2023
Other,1.5,03-5150-300,2022-2023
Spanish,17.4,03-5150-300,2022-2023
Chinese,4.8,03-5160-050,2022-2023
English,58.9,03-5160-050,2022-2023
Hebrew,11.4,03-5160-050,2022-2023
Korean,12.4,03-5160-050,2022-2023
Other,7.4,03-5160-050,2022-2023
Spanish,5.1,03-5160-050,2022-2023
Chinese,3.7,03-5160-070,2022-2023
English,69.5,03-5160-070,2022-2023
Hebrew,6.9,03-5160-070,2022-2023
Korean,10.9,03-5160-070,2022-2023
Other,6.3,03-5160-070,2022-2023
Spanish,2.6,03-5160-070,2022-2023
Chinese,7.1,03-5160-080,2022-2023
English,49.1,03-5160-080,2022-2023
Hebrew,14.6,03-5160-080,2022-2023
Korean,17.3,03-5160-080,2022-2023
Other,9.2,03-5160-080,2022-2023
Russian,2.7,03-5160-080,2022-2023
Chinese,4.1,03-5160-090,2022-2023
English,60.1,03-5160-090,2022-2023
Hebrew,11.6,03-5160-090,2022-2023
Korean,11.8,03-5160-090,2022-2023
Other,7.4,03-5160-090,2022-2023
Spanish,5.0,03-5160-090,2022-2023
Chinese,5.1,03-5160-095,2022-2023
English,53.8,03-5160-095,2022-2023
Hebrew,13.1,03-5160-095,2022-2023
Korean,15.1,03-5160-095,2022-2023
Other,9.0,03-5160-095,2022-2023
Spanish,3.9,03-5160-095,2022-2023
Chinese,5.3,03-5160-100,2022-2023
English,48.9,03-5160-100,2022-2023
Hebrew,15.4,03-5160-100,2022-2023
Korean,17.0,03-5160-100,2022-2023
Other,8.9,03-5160-100,2022-2023
Spanish,4.5,03-5160-100,2022-2023
Arabic,2.1,03-5330-050,2022-2023
Chinese,2.9,03-5330-050,2022-2023
English,77.3,03-5330-050,2022-2023
Other,12.4,03-5330-050,2022-2023
Russian,1.8,03-5330-050,2022-2023
Spanish,3.4,03-5330-050,2022-2023
Chinese,2.1,03-5330-060,2022-2023
English,76.1,03-5330-060,2022-2023
"Greek, Modern (1453-)",1.6,03-5330-060,2022-2023
Other,13.1,03-5330-060,2022-2023
Russian,4.2,03-5330-060,2022-2023
Spanish,2.9,03-5330-060,2022-2023
Chinese,4.6,03-5330-070,2022-2023
English,79.0,03-5330-070,2022-2023
Korean,3.8,03-5330-070,2022-2023
Other,9.4,03-5330-070,2022-2023
Russian,1.3,03-5330-070,2022-2023
Spanish,1.9,03-5330-070,2022-2023
Armenian,1.0,03-5410-030,2022-2023
English,80.9,03-5410-030,2022-2023
Other,5.3,03-5410-030,2022-2023
Polish,1.7,03-5410-030,2022-2023
Spanish,11.2,03-5410-030,2022-2023
English,81.4,03-5410-040,2022-2023
Gujarati,1.2,03-5410-040,2022-2023
Korean,1.5,03-5410-040,2022-2023
Other,4.4,03-5410-040,2022-2023
Spanish,11.5,03-5410-040,2022-2023
English,87.2,03-5410-050,2022-2023
Other,5.6,03-5410-050,2022-2023
Polish,1.2,03-5410-050,2022-2023
Spanish,6.1,03-5410-050,2022-2023
English,83.8,03-5410-070,2022-2023
"Greek, Modern (1453-)",1.3,03-5410-070,2022-2023
Other,6.0,03-5410-070,2022-2023
Spanish,8.9,03-5410-070,2022-2023
Arabic,2.6,03-5430-050,2022-2023
English,41.9,03-5430-050,2022-2023
Other,5.8,03-5430-050,2022-2023
Polish,32.1,03-5430-050,2022-2023
Spanish,15.5,03-5430-050,2022-2023
Ukrainian,1.9,03-5430-050,2022-2023
Arabic,2.6,03-5430-055,2022-2023
English,41.5,03-5430-055,2022-2023
Other,7.1,03-5430-055,2022-2023
Polish,31.8,03-5430-055,2022-2023
Spanish,14.2,03-5430-055,2022-2023
Ukrainian,2.8,03-5430-055,2022-2023
English,36.9,03-5430-060,2022-2023
Macedonian,2.7,03-5430-060,2022-2023
Other,9.1,03-5430-060,2022-2023
Polish,27.4,03-5430-060,2022-2023
Spanish,20.5,03-5430-060,2022-2023
Ukrainian,3.4,03-5430-060,2022-2023
Arabic,1.2,03-5755-050,2022-2023
English,80.5,03-5755-050,2022-2023
"Greek, Modern (1453-)",1.4,03-5755-050,2022-2023
Other,6.8,03-5755-050,2022-2023
Spanish,10.1,03-5755-050,2022-2023
English,78.5,03-5755-060,2022-2023
Malayalam,1.8,03-5755-060,2022-2023
Other,6.5,03-5755-060,2022-2023
Portuguese,1.1,03-5755-060,2022-2023
Spanish,12.2,03-5755-060,2022-2023
Arabic,1.7,03-5755-062,2022-2023
English,83.0,03-5755-062,2022-2023
Other,6.6,03-5755-062,2022-2023
Spanish,8.7,03-5755-062,2022-2023
Arabic,1.1,03-5755-065,2022-2023
English,88.8,03-5755-065,2022-2023
German,1.4,03-5755-065,2022-2023
Korean,1.1,03-5755-065,2022-2023
Other,5.8,03-5755-065,2022-2023
Spanish,1.8,03-5755-065,2022-2023
English,86.4,03-5755-070,2022-2023
Malayalam,1.0,03-5755-070,2022-2023
Other,4.5,03-5755-070,2022-2023
Spanish,8.0,03-5755-070,2022-2023
English,86.5,03-5755-080,2022-2023
"Greek, Modern (1453-)",1.2,03-5755-080,2022-2023
Korean,2.1,03-5755-080,2022-2023
Other,5.7,03-5755-080,2022-2023
Spanish,4.5,03-5755-080,2022-2023
English,84.4,03-5830-050,2022-2023
Other,4.7,03-5830-050,2022-2023
Spanish,10.8,03-5830-050,2022-2023
English,78.4,03-5830-060,2022-2023
Gujarati,1.1,03-5830-060,2022-2023
Hindi,1.5,03-5830-060,2022-2023
Other,6.0,03-5830-060,2022-2023
Polish,1.1,03-5830-060,2022-2023
Spanish,5.8,03-5830-060,2022-2023
English,89.3,03-5830-300,2022-2023
Other,4.5,03-5830-300,2022-2023
Spanish,6.1,03-5830-300,2022-2023
English,92.0,03-5880-030,2022-2023
Korean,1.8,03-5880-030,2022-2023
Other,4.3,03-5880-030,2022-2023
Spanish,1.6,03-5880-030,2022-2023
English,91.9,03-5880-050,2022-2023
Korean,1.9,03-5880-050,2022-2023
Other,1.9,03-5880-050,2022-2023
Spanish,4.2,03-5880-050,2022-2023
English,91.1,03-5920-010,2022-2023
Other,5.3,03-5920-010,2022-2023
Polish,1.2,03-5920-010,2022-2023
Spanish,2.4,03-5920-010,2022-2023
English,90.2,03-5920-020,2022-2023
Japanese,1.5,03-5920-020,2022-2023
Korean,3.7,03-5920-020,2022-2023
Other,4.6,03-5920-020,2022-2023
English,92.3,03-5920-025,2022-2023
Other,4.7,03-5920-025,2022-2023
Polish,1.3,03-5920-025,2022-2023
Spanish,1.8,03-5920-025,2022-2023
English,95.5,03-5920-030,2022-2023
Other,4.5,03-5920-030,2022-2023
Albanian,1.1,03-5920-050,2022-2023
English,91.4,03-5920-050,2022-2023
Other,3.5,03-5920-050,2022-2023
Polish,1.6,03-5920-050,2022-2023
Russian,1.1,03-5920-050,2022-2023
Spanish,1.3,03-5920-050,2022-2023
Creoles and pidgins,1.5,05-0380-025,2022-2023
English,79.7,05-0380-025,2022-2023
Other,2.7,05-0380-025,2022-2023
Portuguese,9.0,05-0380-025,2022-2023
Spanish,7.2,05-0380-025,2022-2023
English,91.9,05-0475-050,2022-2023
Other,5.2,05-0475-050,2022-2023
Spanish,2.9,05-0475-050,2022-2023
English,92.0,05-0475-055,2022-2023
Other,3.4,05-0475-055,2022-2023
Spanish,3.6,05-0475-055,2022-2023
Telugu,1.1,05-0475-055,2022-2023
English,93.2,05-0475-060,2022-2023
Other,3.2,05-0475-060,2022-2023
Turkish,3.6,05-0475-060,2022-2023
English,86.3,05-0475-090,2022-2023
Other,5.4,05-0475-090,2022-2023
Spanish,4.2,05-0475-090,2022-2023
Telugu,1.7,05-0475-090,2022-2023
Turkish,2.5,05-0475-090,2022-2023
English,95.0,05-0475-100,2022-2023
Other,2.1,05-0475-100,2022-2023
Russian,1.0,05-0475-100,2022-2023
Spanish,1.9,05-0475-100,2022-2023
English,86.2,05-0600-020,2022-2023
Other,2.4,05-0600-020,2022-2023
Portuguese,3.3,05-0600-020,2022-2023
Spanish,6.6,05-0600-020,2022-2023
Turkish,1.4,05-0600-020,2022-2023
English,90.5,05-0600-040,2022-2023
Other,3.2,05-0600-040,2022-2023
Portuguese,1.2,05-0600-040,2022-2023
Spanish,5.2,05-0600-040,2022-2023
English,89.3,05-0600-080,2022-2023
Other,3.1,05-0600-080,2022-2023
Portuguese,1.3,05-0600-080,2022-2023
Spanish,6.3,05-0600-080,2022-2023
English,91.7,05-0600-085,2022-2023
Other,2.6,05-0600-085,2022-2023
Portuguese,1.1,05-0600-085,2022-2023
Spanish,4.6,05-0600-085,2022-2023
Creoles and pidgins,1.0,05-0605-011,2022-2023
English,95.2,05-0605-011,2022-2023
French,1.0,05-0605-011,2022-2023
Spanish,2.9,05-0605-011,2022-2023
English,91.8,05-0605-030,2022-2023
Other,3.8,05-0605-030,2022-2023
Spanish,4.5,05-0605-030,2022-2023
English,93.8,05-0605-055,2022-2023
Fanti,2.1,05-0605-055,2022-2023
Spanish,4.2,05-0605-055,2022-2023
English,92.8,05-0610-030,2022-2023
Other,1.5,05-0610-030,2022-2023
Portuguese,1.3,05-0610-030,2022-2023
Spanish,4.4,05-0610-030,2022-2023
English,96.8,05-0610-040,2022-2023
Other,0.5,05-0610-040,2022-2023
Spanish,2.7,05-0610-040,2022-2023
English,83.8,05-0620-010,2022-2023
Gujarati,1.7,05-0620-010,2022-2023
Other,7.9,05-0620-010,2022-2023
Panjabi,2.3,05-0620-010,2022-2023
Spanish,3.0,05-0620-010,2022-2023
Turkish,1.3,05-0620-010,2022-2023
English,83.8,05-0620-030,2022-2023
Gujarati,1.1,05-0620-030,2022-2023
Other,6.1,05-0620-030,2022-2023
Panjabi,4.7,05-0620-030,2022-2023
Spanish,2.6,05-0620-030,2022-2023
Urdu,1.7,05-0620-030,2022-2023
English,78.9,05-0620-037,2022-2023
Gujarati,1.5,05-0620-037,2022-2023
Other,9.1,05-0620-037,2022-2023
Panjabi,4.4,05-0620-037,2022-2023
Spanish,4.3,05-0620-037,2022-2023
Urdu,1.7,05-0620-037,2022-2023
English,82.3,05-0620-051,2022-2023
Gujarati,2.2,05-0620-051,2022-2023
Other,7.3,05-0620-051,2022-2023
Panjabi,3.2,05-0620-051,2022-2023
Spanish,3.4,05-0620-051,2022-2023
Urdu,1.7,05-0620-051,2022-2023
English,76.0,05-0830-025,2022-2023
Hindi,1.8,05-0830-025,2022-2023
Other,6.3,05-0830-025,2022-2023
Spanish,1.5,05-0830-025,2022-2023
Tamil,1.9,05-0830-025,2022-2023
Telugu,12.4,05-0830-025,2022-2023
English,90.0,05-0840-030,2022-2023
Other,1.8,05-0840-030,2022-2023
Portuguese,4.8,05-0840-030,2022-2023
Spanish,1.9,05-0840-030,2022-2023
Turkish,1.5,05-0840-030,2022-2023
English,88.8,05-0840-053,2022-2023
Other,2.3,05-0840-053,2022-2023
Portuguese,5.1,05-0840-053,2022-2023
Spanish,1.2,05-0840-053,2022-2023
Turkish,2.6,05-0840-053,2022-2023
English,88.1,05-0840-055,2022-2023
Other,2.4,05-0840-055,2022-2023
Portuguese,5.7,05-0840-055,2022-2023
Spanish,1.4,05-0840-055,2022-2023
Turkish,2.4,05-0840-055,2022-2023
English,87.2,05-0840-060,2022-2023
Other,3.7,05-0840-060,2022-2023
Portuguese,5.8,05-0840-060,2022-2023
Spanish,1.5,05-0840-060,2022-2023
Turkish,1.8,05-0840-060,2022-2023
English,93.8,05-0840-300,2022-2023
Portuguese,2.1,05-0840-300,2022-2023
Turkish,4.2,05-0840-300,2022-2023
English,86.9,05-1030-030,2022-2023
Other,1.3,05-1030-030,2022-2023
Portuguese,7.9,05-1030-030,2022-2023
Spanish,3.9,05-1030-030,2022-2023
English,81.7,05-1030-060,2022-2023
Other,3.1,05-1030-060,2022-2023
Portuguese,8.4,05-1030-060,2022-2023
Spanish,6.9,05-1030-060,2022-2023
English,78.8,05-1060-005,2022-2023
Gujarati,1.0,05-1060-005,2022-2023
Other,3.2,05-1060-005,2022-2023
Portuguese,11.4,05-1060-005,2022-2023
Spanish,1.3,05-1060-005,2022-2023
Turkish,4.3,05-1060-005,2022-2023
English,75.7,05-1060-007,2022-2023
Other,2.0,05-1060-007,2022-2023
Portuguese,15.5,05-1060-007,2022-2023
Spanish,1.0,05-1060-007,2022-2023
Turkish,5.8,05-1060-007,2022-2023
English,71.7,05-1060-015,2022-2023
Other,4.4,05-1060-015,2022-2023
Portuguese,18.6,05-1060-015,2022-2023
Turkish,5.3,05-1060-015,2022-2023
English,76.5,05-1060-050,2022-2023
Other,0.9,05-1060-050,2022-2023
Portuguese,14.0,05-1060-050,2022-2023
Spanish,2.0,05-1060-050,2022-2023
Turkish,5.8,05-1060-050,2022-2023
English,98.3,05-1250-060,2022-2023
Other,0.7,05-1250-060,2022-2023
Spanish,1.0,05-1250-060,2022-2023
English,64.4,05-1280-050,2022-2023
Other,2.2,05-1280-050,2022-2023
Portuguese,13.2,05-1280-050,2022-2023
Spanish,13.6,05-1280-050,2022-2023
Turkish,6.5,05-1280-050,2022-2023
English,66.4,05-1280-070,2022-2023
Other,2.7,05-1280-070,2022-2023
Portuguese,12.6,05-1280-070,2022-2023
Spanish,10.6,05-1280-070,2022-2023
Turkish,7.7,05-1280-070,2022-2023
Chinese,2.8,05-1420-030,2022-2023
English,81.4,05-1420-030,2022-2023
Japanese,1.9,05-1420-030,2022-2023
Korean,1.9,05-1420-030,2022-2023
Other,10.5,05-1420-030,2022-2023
Spanish,1.5,05-1420-030,2022-2023
Chinese,1.7,05-1420-040,2022-2023
English,80.2,05-1420-040,2022-2023
Gujarati,2.5,05-1420-040,2022-2023
Korean,1.3,05-1420-040,2022-2023
Other,10.7,05-1420-040,2022-2023
Spanish,3.6,05-1420-040,2022-2023
English,85.2,05-1420-055,2022-2023
Gujarati,1.6,05-1420-055,2022-2023
Hindi,1.6,05-1420-055,2022-2023
Other,6.5,05-1420-055,2022-2023
Spanish,1.8,05-1420-055,2022-2023
Telugu,1.4,05-1420-055,2022-2023
Arabic,1.1,05-1420-057,2022-2023
English,84.5,05-1420-057,2022-2023
Hindi,1.1,05-1420-057,2022-2023
Other,8.7,05-1420-057,2022-2023
Spanish,3.1,05-1420-057,2022-2023
Tamil,1.1,05-1420-057,2022-2023
English,85.9,05-1420-058,2022-2023
Gujarati,1.0,05-1420-058,2022-2023
Other,8.9,05-1420-058,2022-2023
Russian,1.3,05-1420-058,2022-2023
Spanish,2.1,05-1420-058,2022-2023
Arabic,1.5,05-1420-060,2022-2023
Chinese,1.1,05-1420-060,2022-2023
English,86.0,05-1420-060,2022-2023
Other,7.7,05-1420-060,2022-2023
Spanish,3.8,05-1420-060,2022-2023
Arabic,1.1,05-1420-065,2022-2023
English,88.6,05-1420-065,2022-2023
Other,5.7,05-1420-065,2022-2023
Spanish,1.5,05-1420-065,2022-2023
Arabic,2.5,05-1420-070,2022-2023
English,83.4,05-1420-070,2022-2023
Gujarati,1.4,05-1420-070,2022-2023
Other,8.6,05-1420-070,2022-2023
Spanish,3.6,05-1420-070,2022-2023
Bengali,5.3,05-1520-050,2022-2023
English,83.4,05-1520-050,2022-2023
Other,5.3,05-1520-050,2022-2023
Panjabi,2.1,05-1520-050,2022-2023
Spanish,2.9,05-1520-050,2022-2023
Turkish,1.1,05-1520-050,2022-2023
Bengali,4.3,05-1520-055,2022-2023
English,85.8,05-1520-055,2022-2023
Gujarati,1.1,05-1520-055,2022-2023
Other,4.8,05-1520-055,2022-2023
Panjabi,1.4,05-1520-055,2022-2023
Spanish,2.6,05-1520-055,2022-2023
Bengali,5.2,05-1520-070,2022-2023
English,83.1,05-1520-070,2022-2023
Gujarati,1.0,05-1520-070,2022-2023
Other,4.4,05-1520-070,2022-2023
Panjabi,2.3,05-1520-070,2022-2023
Spanish,3.9,05-1520-070,2022-2023
English,96.8,05-1910-050,2022-2023
Other,1.3,05-1910-050,2022-2023
Spanish,1.9,05-1910-050,2022-2023
Chinese,1.2,05-2610-040,2022-2023
English,90.0,05-2610-040,2022-2023
Other,7.2,05-2610-040,2022-2023
Spanish,1.7,05-2610-040,2022-2023
Arabic,1.0,05-2610-050,2022-2023
Chinese,1.2,05-2610-050,2022-2023
English,86.7,05-2610-050,2022-2023
Other,8.9,05-2610-050,2022-2023
Spanish,2.2,05-2610-050,2022-2023
English,96.4,05-2610-060,2022-2023
Other,2.0,05-2610-060,2022-2023
Spanish,1.6,05-2610-060,2022-2023
English,96.6,05-2610-070,2022-2023
Other,1.1,05-2610-070,2022-2023
Spanish,2.4,05-2610-070,2022-2023
English,91.9,05-2850-010,2022-2023
Other,5.7,05-2850-010,2022-2023
Spanish,1.8,05-2850-010,2022-2023
English,92.9,05-2850-020,2022-2023
Other,4.7,05-2850-020,2022-2023
Spanish,2.5,05-2850-020,2022-2023
English,95.6,05-2850-060,2022-2023
Other,2.1,05-2850-060,2022-2023
Spanish,2.3,05-2850-060,2022-2023
English,93.3,05-2960-030,2022-2023
Malayalam,1.2,05-2960-030,2022-2023
Other,4.3,05-2960-030,2022-2023
Spanish,1.2,05-2960-030,2022-2023
English,89.7,05-2960-040,2022-2023
Other,3.7,05-2960-040,2022-2023
Panjabi,1.3,05-2960-040,2022-2023
Spanish,3.0,05-2960-040,2022-2023
Ukrainian,1.3,05-2960-040,2022-2023
Urdu,1.0,05-2960-040,2022-2023
English,82.0,05-3010-030,2022-2023
Other,3.4,05-3010-030,2022-2023
Portuguese,3.7,05-3010-030,2022-2023
Spanish,10.9,05-3010-030,2022-2023
English,81.5,05-3010-080,2022-2023
Other,4.9,05-3010-080,2022-2023
Portuguese,4.4,05-3010-080,2022-2023
Spanish,9.3,05-3010-080,2022-2023
English,76.4,05-3010-090,2022-2023
Other,6.6,05-3010-090,2022-2023
Portuguese,5.2,05-3010-090,2022-2023
Spanish,9.4,05-3010-090,2022-2023
Tamil,1.2,05-3010-090,2022-2023
Telugu,1.2,05-3010-090,2022-2023
English,79.9,05-3010-100,2022-2023
Other,4.0,05-3010-100,2022-2023
Portuguese,5.1,05-3010-100,2022-2023
Spanish,11.0,05-3010-100,2022-2023
English,99.7,05-3070-040,2022-2023
Other,0.3,05-3070-040,2022-2023
English,100.0,05-3070-050,2022-2023
English,95.3,05-3080-030,2022-2023
Other,1.0,05-3080-030,2022-2023
Spanish,2.8,05-3080-030,2022-2023
Urdu,1.0,05-3080-030,2022-2023
English,99.2,05-3080-040,2022-2023
Other,0.8,05-3080-040,2022-2023
English,93.5,05-3080-045,2022-2023
Other,2.4,05-3080-045,2022-2023
Spanish,2.7,05-3080-045,2022-2023
Telugu,1.5,05-3080-045,2022-2023
English,98.6,05-3080-050,2022-2023
Other,1.4,05-3080-050,2022-2023
English,97.3,05-3080-055,2022-2023
Other,0.9,05-3080-055,2022-2023
Spanish,1.9,05-3080-055,2022-2023
English,99.0,05-3080-060,2022-2023
Other,1.0,05-3080-060,2022-2023
English,99.3,05-3080-070,2022-2023
Other,0.7,05-3080-070,2022-2023
Chinese,3.0,05-3360-040,2022-2023
English,88.7,05-3360-040,2022-2023
Other,4.7,05-3360-040,2022-2023
Portuguese,1.5,05-3360-040,2022-2023
Spanish,2.1,05-3360-040,2022-2023
English,95.5,05-3360-060,2022-2023
Hindi,1.2,05-3360-060,2022-2023
Other,3.2,05-3360-060,2022-2023
Chinese,2.0,05-3360-100,2022-2023
English,85.1,05-3360-100,2022-2023
Other,5.5,05-3360-100,2022-2023
Portuguese,2.3,05-3360-100,2022-2023
Spanish,3.5,05-3360-100,2022-2023
Turkish,1.5,05-3360-100,2022-2023
Chinese,2.2,05-3360-110,2022-2023
English,89.4,05-3360-110,2022-2023
Other,4.5,05-3360-110,2022-2023
Portuguese,1.9,05-3360-110,2022-2023
Spanish,1.9,05-3360-110,2022-2023
Chinese,2.6,05-3360-115,2022-2023
English,90.4,05-3360-115,2022-2023
Other,4.7,05-3360-115,2022-2023
Portuguese,1.1,05-3360-115,2022-2023
Spanish,1.1,05-3360-115,2022-2023
Chinese,4.5,05-3360-120,2022-2023
English,89.2,05-3360-120,2022-2023
Other,6.3,05-3360-120,2022-2023
English,93.2,05-3430-040,2022-2023
Other,2.9,05-3430-040,2022-2023
Spanish,3.8,05-3430-040,2022-2023
English,93.7,05-3430-050,2022-2023
Other,1.5,05-3430-050,2022-2023
Spanish,4.8,05-3430-050,2022-2023
English,93.4,05-3430-060,2022-2023
Other,1.4,05-3430-060,2022-2023
Spanish,5.2,05-3430-060,2022-2023
Chinese,2.8,05-3440-010,2022-2023
English,73.3,05-3440-010,2022-2023
Gujarati,2.2,05-3440-010,2022-2023
Other,13.7,05-3440-010,2022-2023
Spanish,5.0,05-3440-010,2022-2023
Tamil,3.1,05-3440-010,2022-2023
Chinese,2.8,05-3440-045,2022-2023
English,76.1,05-3440-045,2022-2023
Hindi,2.3,05-3440-045,2022-2023
Other,11.2,05-3440-045,2022-2023
Spanish,4.1,05-3440-045,2022-2023
Telugu,3.6,05-3440-045,2022-2023
Chinese,2.0,05-3440-047,2022-2023
